candidate_id,cif_path,formation_energy,target_label,fail_low,fail_high,formula,reduced_formula,m_element,space_group_number,space_group_symbol,min_interatomic_distance,volume_per_atom,min_li_o_neighbors,min_m_o_neighbors
job_119_Ti_fe_-1.262_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_119_Ti_fe_-1.262_n4_generated_crystals_cif__gen_1.cif,-3.220386028289795,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,2.00429,10.086483,6,6
job_247_Ni_fe_-1.069_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_247_Ni_fe_-1.069_n4_generated_crystals_cif__gen_0.cif,-1.0674479007720947,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,6,Pm,1.866149,9.968613,6,6
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_2.cif,-1.9932122230529783,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.913943,11.63073,4,6
job_054_Al_fe_-0.872_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_054_Al_fe_-0.872_n4_generated_crystals_cif__gen_2.cif,-3.1348016262054443,0,1,0,Li1 Al2 O4,LiAl2O4,Al,25,Pmm2,1.866933,10.130321,4,6
job_166_Ni_fe_-0.847_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_166_Ni_fe_-0.847_n4_generated_crystals_cif__gen_3.cif,-1.0118584632873535,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.891304,9.807017,6,6
job_018_Co_fe_-0.907_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_018_Co_fe_-0.907_n4_generated_crystals_cif__gen_0.cif,-1.4637501239776611,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.904892,9.892284,6,6
job_017_Mn_fe_-1.234_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_017_Mn_fe_-1.234_n4_generated_crystals_cif__gen_3.cif,-1.9223705530166624,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.880962,10.056066,6,5
job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_3.cif,-2.181931734085083,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.933056,10.411331,6,6
job_067_Mg_fe_-0.974_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_067_Mg_fe_-0.974_n4_generated_crystals_cif__gen_1.cif,-2.1713287830352783,1,0,0,Li1 Mg2 O4,LiMg2O4,Mg,8,Cm,2.035751,11.004075,6,6
job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_0.cif,-2.215806245803833,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.937664,10.044787,5,6
job_027_Ti_fe_-1.340_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_027_Ti_fe_-1.340_n4_generated_crystals_cif__gen_2.cif,-3.208082675933838,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,44,Imm2,1.949538,10.192515,5,6
job_005_Al_fe_-1.478_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_005_Al_fe_-1.478_n4_generated_crystals_cif__gen_2.cif,-3.0411131381988525,0,1,0,Li1 Al2 O4,LiAl2O4,Al,160,R3m,1.711338,10.053634,6,5
job_084_Ni_fe_-1.459_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_084_Ni_fe_-1.459_n4_generated_crystals_cif__gen_0.cif,-1.056497573852539,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,6,Pm,1.8691,9.869345,6,6
job_155_Mg_fe_-1.104_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_155_Mg_fe_-1.104_n4_generated_crystals_cif__gen_3.cif,-2.2088632583618164,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,8,Cm,2.017343,10.854721,6,6
job_125_Mn_fe_-1.190_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_125_Mn_fe_-1.190_n4_generated_crystals_cif__gen_1.cif,-2.018841505050659,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,6,Pm,1.916465,10.644723,6,6
job_095_Ni_fe_-1.001_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_095_Ni_fe_-1.001_n4_generated_crystals_cif__gen_0.cif,-0.9382359385490416,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.905024,9.985623,6,6
job_151_Al_fe_-1.416_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_151_Al_fe_-1.416_n4_generated_crystals_cif__gen_1.cif,-3.069370985031128,0,1,0,Li1 Al2 O4,LiAl2O4,Al,1,P1,1.785137,10.097486,5,5
job_172_Mn_fe_-1.032_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_172_Mn_fe_-1.032_n4_generated_crystals_cif__gen_1.cif,-2.029231548309326,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.928163,10.802583,6,6
job_141_Co_fe_-1.348_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_141_Co_fe_-1.348_n4_generated_crystals_cif__gen_1.cif,-1.3483400344848633,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.891954,10.62359,4,6
job_032_Co_fe_-1.386_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_032_Co_fe_-1.386_n4_generated_crystals_cif__gen_3.cif,-1.5119526386260986,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,10,P2/m,1.913912,9.917385,6,6
job_177_Ni_fe_-1.309_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_177_Ni_fe_-1.309_n4_generated_crystals_cif__gen_1.cif,-0.9759045243263244,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.879057,9.685847,6,6
job_114_Al_fe_-1.252_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_114_Al_fe_-1.252_n4_generated_crystals_cif__gen_0.cif,-2.883883237838745,0,1,0,Li1 Al2 O4,LiAl2O4,Al,1,P1,1.696987,10.460144,4,4
job_211_Ti_fe_-1.424_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_211_Ti_fe_-1.424_n4_generated_crystals_cif__gen_0.cif,-3.217421293258667,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,1,P1,1.848816,11.73607,5,5
job_031_Al_fe_-1.055_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_031_Al_fe_-1.055_n4_generated_crystals_cif__gen_1.cif,-3.118929386138916,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.90793,9.824126,6,6
job_011_Mg_fe_-1.305_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_011_Mg_fe_-1.305_n4_generated_crystals_cif__gen_0.cif,-2.179306745529175,1,0,0,Li1 Mg2 O4,LiMg2O4,Mg,44,Imm2,2.036904,10.888567,6,6
job_235_Ti_fe_-0.842_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_235_Ti_fe_-0.842_n4_generated_crystals_cif__gen_3.cif,-3.168898582458496,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,156,P3m1,1.879777,11.109693,4,6
job_123_Ni_fe_-1.305_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_123_Ni_fe_-1.305_n4_generated_crystals_cif__gen_0.cif,-0.953837513923645,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.906945,9.899935,6,6
job_116_Ti_fe_-1.462_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_116_Ti_fe_-1.462_n4_generated_crystals_cif__gen_2.cif,-3.1807634830474854,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,5,C2,1.866306,9.475842,6,6
job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_2.cif,-2.003902673721313,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.907615,10.746346,5,6
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_3.cif,-2.135138750076294,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.808686,11.164363,5,5
job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_3.cif,-1.051612377166748,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.86879,10.13111,6,6
job_053_Co_fe_-0.977_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_053_Co_fe_-0.977_n4_generated_crystals_cif__gen_1.cif,-1.4644300937652588,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.913488,10.010432,6,6
job_178_Mg_fe_-1.353_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_178_Mg_fe_-1.353_n4_generated_crystals_cif__gen_1.cif,-2.1866466999053955,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,8,Cm,1.98898,10.45857,6,6
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_2.cif,-2.175285577774048,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.945875,9.961847,5,6
job_075_Co_fe_-0.911_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_075_Co_fe_-0.911_n4_generated_crystals_cif__gen_3.cif,-1.4301226139068604,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.91909,9.984308,6,6
job_219_Co_fe_-0.895_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_219_Co_fe_-0.895_n4_generated_crystals_cif__gen_1.cif,-1.4388465881347656,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,6,Pm,1.929638,10.502411,6,6
job_004_Mg_fe_-1.439_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_004_Mg_fe_-1.439_n4_generated_crystals_cif__gen_1.cif,-2.100620985031128,1,0,0,Li1 Mg2 O4,LiMg2O4,Mg,1,P1,1.910206,10.632533,5,6
job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_2.cif,-2.03523588180542,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,6,Pm,1.935083,10.874685,6,6
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_2.cif,-1.5128765106201172,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,6,Pm,1.899783,9.788773,6,6
job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_3.cif,-2.015132188796997,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,2,P-1,1.917286,10.529095,6,6
job_242_Ti_fe_-1.214_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_242_Ti_fe_-1.214_n4_generated_crystals_cif__gen_2.cif,-3.1991236209869385,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.932922,10.246921,5,6
job_131_Al_fe_-1.160_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_131_Al_fe_-1.160_n4_generated_crystals_cif__gen_2.cif,-2.906257390975952,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.697234,11.036361,6,4
job_033_Co_fe_-1.353_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_033_Co_fe_-1.353_n4_generated_crystals_cif__gen_2.cif,-1.4434622526168823,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.912133,10.01277,6,6
job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_2.cif,-1.018135905265808,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,44,Imm2,1.889397,9.602094,6,6
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_0.cif,-2.192210912704468,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.973914,10.550378,6,6
job_077_Ni_fe_-1.238_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_077_Ni_fe_-1.238_n4_generated_crystals_cif__gen_3.cif,-1.0573275089263916,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.867155,9.774293,6,6
job_103_Ti_fe_-1.058_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_103_Ti_fe_-1.058_n4_generated_crystals_cif__gen_0.cif,-3.1223461627960205,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.847099,10.148432,6,6
job_038_Ni_fe_-1.176_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_038_Ni_fe_-1.176_n4_generated_crystals_cif__gen_0.cif,-1.0522937774658203,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,2,P-1,1.867874,9.865789,6,6
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_3.cif,-3.2389488220214844,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.808119,11.353919,5,5
job_083_Cr_fe_-0.935_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_083_Cr_fe_-0.935_n4_generated_crystals_cif__gen_2.cif,-2.139615058898926,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.881631,9.785537,4,6
job_013_Cr_fe_-1.388_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_013_Cr_fe_-1.388_n4_generated_crystals_cif__gen_1.cif,-2.229992151260376,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.97681,10.615965,6,6
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_2.cif,-2.2411439418792725,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.95006,10.715056,6,6
job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_0.cif,-1.927563428878784,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.889368,10.059482,6,5
job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_0.cif,-1.4278587102890017,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.892305,9.639764,5,6
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_2.cif,-2.0675125122070312,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.977181,10.758327,4,6
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_0.cif,-2.01950740814209,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.922983,10.795908,6,6
job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_1.cif,-1.9320378303527832,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.889735,10.259141,6,5
job_130_Cr_fe_-1.335_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_130_Cr_fe_-1.335_n4_generated_crystals_cif__gen_0.cif,-2.2054734230041504,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.946066,10.688431,6,6
job_036_Mg_fe_-1.056_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_036_Mg_fe_-1.056_n4_generated_crystals_cif__gen_1.cif,-2.262425184249878,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,25,Pmm2,2.084811,10.418932,6,6
job_128_Mg_fe_-0.915_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_128_Mg_fe_-0.915_n4_generated_crystals_cif__gen_2.cif,-2.163269519805908,1,0,0,Li1 Mg2 O4,LiMg2O4,Mg,44,Imm2,2.036771,11.002074,6,6
job_028_Co_fe_-0.810_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_028_Co_fe_-0.810_n4_generated_crystals_cif__gen_0.cif,-1.4401788711547852,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.916835,9.933362,6,6
job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_0.cif,-2.003242492675781,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.923803,10.228108,6,6
job_121_Ni_fe_-1.367_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_121_Ni_fe_-1.367_n4_generated_crystals_cif__gen_3.cif,-1.07256817817688,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.865641,9.941154,6,6
job_074_Mn_fe_-0.891_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_074_Mn_fe_-0.891_n4_generated_crystals_cif__gen_3.cif,-2.013846635818481,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,2,P-1,1.916963,10.562578,6,6
job_006_Mn_fe_-1.347_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_006_Mn_fe_-1.347_n4_generated_crystals_cif__gen_3.cif,-2.018496513366699,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.918828,10.71052,6,6
job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_1.cif,-1.053576946258545,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,10,P2/m,1.864828,9.730795,6,6
job_090_Al_fe_-0.837_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_090_Al_fe_-0.837_n4_generated_crystals_cif__gen_3.cif,-3.158353090286255,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.879407,9.027124,6,6
job_034_Co_fe_-1.009_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_034_Co_fe_-1.009_n4_generated_crystals_cif__gen_3.cif,-1.45408034324646,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.912095,9.915354,6,6
job_206_Ti_fe_-0.853_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_206_Ti_fe_-0.853_n4_generated_crystals_cif__gen_1.cif,-3.2199926376342773,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.984675,9.991429,6,6
job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_1.cif,-1.056857347488403,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,10,P2/m,1.866187,9.936405,6,6
job_170_Ti_fe_-1.288_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_170_Ti_fe_-1.288_n4_generated_crystals_cif__gen_3.cif,-3.183655023574829,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,12,C2/m,1.950359,10.65186,6,6
job_236_Ti_fe_-1.031_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_236_Ti_fe_-1.031_n4_generated_crystals_cif__gen_1.cif,-3.218061923980713,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,2.003546,10.157804,6,6
job_015_Ni_fe_-1.349_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_015_Ni_fe_-1.349_n4_generated_crystals_cif__gen_1.cif,-1.04986572265625,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.860869,9.865528,6,6
job_000_Ti_fe_-1.422_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_000_Ti_fe_-1.422_n4_generated_crystals_cif__gen_0.cif,-3.170725584030152,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,160,R3m,1.851881,11.214574,4,6
job_246_Al_fe_-1.026_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_246_Al_fe_-1.026_n4_generated_crystals_cif__gen_2.cif,-2.986004590988159,0,1,0,Li1 Al2 O4,LiAl2O4,Al,1,P1,1.870941,10.552622,4,6
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_1.cif,-1.9411338567733765,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.925992,10.359208,6,6
